Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
2763;Sauerlandstr.;801;Humboldt/Gremberg;51105;80104;93;18;43;1;7;2;8
3843;Scarletallee;504;Niehl;50735;50404;95;16;30;11;11;2;6
2764;Schaafenstr.;101;Altstadt/Süd;50676;10115;94;13;3;1;71;2;12
2765;Schaaffhausenstr.;603;Seeberg;50769;60303;95;16;26;1;21;2;12
2766;Schaberger Weg;906;Höhenhaus;51061;90603;101;19;38;1;23;2;18
2767;Schachtstr.;503;Riehl;50735;50305;95;16;33;1;11;2;12
2768;Schadowstr.;402;Neuehrenfeld;50823;40207;95;15;23;1;7;2;12
2768;Schadowstr.;402;Neuehrenfeld;50823;40206;95;15;23;45;55;;
2769;Schaevenstr.;101;Altstadt/Süd;50676;10114;94;13;3;1;7;2;10
2770;Schaffhausener Str.;303;Lindenthal;50935;30316;94;14;18;1;23;2;16
2771;Schaffrathsgasse;405;Bocklemünd/Mengenich;50829;40503;95;15;25;1;41;2;50
5434;Schafgasse;308;Lövenich;50859;30803;94;14;21;1;3;2;2
2772;Schallstr.;303;Lindenthal;50931;30306;94;14;18;;;12;34
2772;Schallstr.;303;Lindenthal;50931;30307;94;14;18;13;47;2;10a
2773;Schanzenstr.;901;Mülheim;51063;90119;101;19;36;1;41;2;40
2774;Scharfeneckweg;507;Bilderstöckchen;50739;50702;95;15;31;3;5;2;2
2775;Scharffensteinstr.;908;Stammheim;51061;90803;101;19;37;97;115;100;124
2776;Scharnhorststr.;501;Nippes;50733;50117;95;15;32;1;11;2;8
2777;Schartgasse;101;Altstadt/Süd;50676;10118;94;13;1;1;15;2;14
2778;Schaurtestr.;105;Deutz;50679;10510;93;18;6;1;1;2;12
2779;Scheffelstr.;303;Lindenthal;50935;30312;94;14;18;1;47;6;34
2779;Scheffelstr.;303;Lindenthal;50935;30313;94;14;18;;;52;58
2780;Scheibenstr.;505;Weidenpesch;50737;50505;95;16;34;1;159;2;40
2780;Scheibenstr.;504;Niehl;50735;50414;95;16;34;;;;
2781;Scheidemannstr.;904;Holweide;51067;90407;101;19;40;17;29;2;50
2782;Scheidtweilerstr.;304;Braunsfeld;50933;30408;94;14;19;9;99;2;80
2783;Scheinerstr.;506;Longerich;50737;50602;95;16;30;5;13;2;84
5435;Schellenhofweg;306;Junkersdorf;50858;30610;94;14;20;1;17;2;24
5436;Schellenweg;707;Urbach;51145;70703;93;17;9;;;2;12
2784;Schemmergasse;101;Altstadt/Süd;50676;10118;94;13;1;1;7;;
2784;Schemmergasse;101;Altstadt/Süd;50676;10119;94;13;1;;;2;18
2785;Schenkendorfstr.;501;Nippes;50733;50122;95;15;33;1;41;2;14
2785;Schenkendorfstr.;501;Nippes;50733;50121;95;15;33;;;20;36
2786;Schenkspfad;701;Poll;51105;70107;93;17;7;3;9;4;6
2787;Scherfginstr.;302;Sülz;50937;30215;94;14;17;5;65;6;48
2789;Scheuerhofstr.;906;Höhenhaus;51061;90604;101;19;38;1;7;2;4
5437;Scheuermühlenstr.;710;Wahnheide;51147;71004;93;17;10;15;65;2;50
2791;Schiefersburger Weg;507;Bilderstöckchen;50739;50705;95;15;31;3;59;2;30
2791;Schiefersburger Weg;507;Bilderstöckchen;50739;50706;95;15;31;;;32;54
2791;Schiefersburger Weg;507;Bilderstöckchen;50739;50707;95;15;31;79;105;;
2792;Schifferstr.;504;Niehl;50735;50403;95;16;30;1;21;2;12
2793;Schildergasse;103;Altstadt/Nord;50667;10304;93;18;4;1;57;2;76
2793;Schildergasse;103;Altstadt/Nord;50667;10302;93;18;4;65;117;78;120
5824;Schildgenweg;703;Ensen;51149;70306;93;17;7;1;47;2a;30
2794;Schilfweg;905;Dellbrück;51069;90501;101;19;39;1;21;2;8
5438;Schilfweg (Lind);712;Lind;51147;71201;93;17;10;1;5;4;4
2795;Schillerstr.;201;Bayenthal;50968;20103;94;13;12;1;23;;
2795;Schillerstr.;201;Bayenthal;50968;20104;94;13;12;;;2;16
2795;Schillerstr.;201;Bayenthal;50968;20107;94;13;12;71;107;60;102
5439;Schillerstr. (Porz);706;Porz;51143;70608;93;17;11;1;27;2;32
5441;Schillerstr. (Weiden);307;Weiden;50858;30706;94;14;21;1;47;2;36
2796;Schillingsrotter Platz;202;Marienburg;50968;20204;94;13;12;5;7;4;8
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20809;94;13;14;3;9;2;38
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20808;94;13;14;19;33;;
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20809;94;13;14;37;45a;;
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20802;94;13;12;47;63;42a;60a
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20801;94;13;12;65;99;;
5443;Schillingsrotter Str.;208;Rodenkirchen;50996;20803;94;13;12;;;70;100
2797;Schillingsrotter Weg;202;Marienburg;50968;20204;94;13;12;1;15;4;12
2798;Schillingstr.;104;Neustadt/Nord;50670;10422;93;18;5;1;45;2;50
2799;Schillstr.;501;Nippes;50733;50113;95;15;32;1;13;2;12
2800;Schinkelstr.;304;Braunsfeld;50933;30409;94;14;19;3;17;2;18
2801;Schirmerstr.;402;Neuehrenfeld;50823;40207;95;15;23;1;29;;
2801;Schirmerstr.;402;Neuehrenfeld;50823;40206;95;15;23;41;47;2;48
2802;Schlackstr.;506;Longerich;50737;50610;95;16;30;1;57;2;36
2803;Schlagbaumsweg;904;Holweide;51067;90413;101;19;40;1;5;150;256
2803;Schlagbaumsweg;903;Buchheim;51067;90302;101;19;35;15;15;;
2803;Schlagbaumsweg;904;Holweide;51067;90413;101;19;40;145;235;;
2803;Schlagbaumsweg;904;Holweide;51067;90412;101;19;40;;;258;260
2803;Schlagbaumsweg;806;Merheim;51109;80601;93;17;44;;;;
5444;Schlawer Str.;703;Ensen;51149;70303;93;17;7;1;11;;
5444;Schlawer Str.;702;Westhoven;51149;70205;93;17;7;;;;
5444;Schlawer Str.;703;Ensen;51149;70301;93;17;7;;;;
2804;Schlebuscher Weg;906;Höhenhaus;51061;90610;101;19;38;1;3;;
2804;Schlebuscher Weg;906;Höhenhaus;51061;90611;101;19;38;7;23b;2;22
2804;Schlebuscher Weg;906;Höhenhaus;51061;90603;101;19;38;25;57;26;40
2805;Schlegelstr.;303;Lindenthal;50935;30317;94;14;18;1;29;12;48
2806;Schlehdornweg;403;Bickendorf;50827;40303;95;15;24;1;1;2;30
5447;Schlehdornweg (Junkersdorf);306;Junkersdorf;50858;30601;94;14;20;1;11a;;
5447;Schlehdornweg (Junkersdorf);306;Junkersdorf;50858;30602;94;14;20;13;53;22;82
5945;Schlehenweg;210;Sürth;50999;21005;94;13;14;;;4;12
5945;Schlehenweg;210;Sürth;50999;21003;94;13;14;15;15;;
2807;Schleidener Str.;302;Sülz;50937;30228;94;14;17;1;21;2;24
2808;Schleiermacherstr.;901;Mülheim;51063;90103;101;19;36;3;9;2;14
2808;Schleiermacherstr.;901;Mülheim;51063;90105;101;19;36;23;23;;
2808;Schleiermacherstr.;901;Mülheim;51063;90103;101;19;36;37;47a;;
2809;Schleifenbaumstr.;907;Dünnwald;51061;90703;101;19;38;1;37;2;28
2810;Schlenderhaner Str.;504;Niehl;50735;50414;95;16;34;1;41;2;34
2811;Schlesischer Platz;505;Weidenpesch;50737;50502;95;16;34;1;9;2;6
2812;Schleswigstr.;901;Mülheim;51065;90110;101;19;36;1;7;2;18
2813;Schlettstadter Str.;601;Merkenich;50769;60105;95;16;29;;;10;18
2814;Schleusenweg;612;Worringen;50769;61206;95;16;29;1;5;2;4
2815;Schleuterstr.;804;Höhenberg;51103;80406;93;18;44;1;1;6;44
3972;Schleyerhofweg;405;Bocklemünd/Mengenich;50829;40501;95;15;25;;;;
3645;Schlodderdicher Weg;905;Dellbrück;51069;90507;101;19;39;;;;
2817;Schloß-Arff-Str.;611;Roggendorf/Thenhoven;50769;61102;95;16;29;21;21;0;52
2816;Schlösserstr.;402;Neuehrenfeld;50825;40213;95;15;23;1;5;;
2818;Schloßstr.;908;Stammheim;51061;90806;101;19;37;1;45;4;44
2819;Schluchter Heide;905;Dellbrück;51069;90512;101;19;39;1;13;2;16
2820;Schmalbeinstr.;104;Neustadt/Nord;50674;10405;93;18;4;5;51;8;32
5450;Schmale Gasse;707;Urbach;51145;70707;93;17;9;21;21;4;10
2821;Schmaler Wall;612;Worringen;50769;61206;95;16;29;1;31;2;14
2821;Schmaler Wall;612;Worringen;50769;61207;95;16;29;33;59;;
2822;Schmalkalder Weg;804;Höhenberg;51103;80404;93;18;44;1;3;;
2823;Schmiedegasse;505;Weidenpesch;50735;50507;95;16;34;5;7;2;18
2823;Schmiedegasse;505;Weidenpesch;50735;50506;95;16;34;9;53;20;58
2823;Schmiedegasse;502;Mauenheim;50739;50201;95;16;31;101;157;158;162
2824;Schmiedhofsweg;602;Fühlingen;50769;60202;95;16;29;1;7;2;6
2825;Schmitburgstr.;302;Sülz;50935;30234;94;14;17;1;17;4;10
5452;Schmittgasse;714;Zündorf;51143;71405;93;17;11;1;17;2;58
5452;Schmittgasse;714;Zündorf;51143;71406;93;17;11;35;73;;
5452;Schmittgasse;714;Zündorf;51143;71407;93;17;11;;;60;66
5452;Schmittgasse;714;Zündorf;51143;71403;93;17;11;83;131;74;106
5452;Schmittgasse;714;Zündorf;51143;71401;93;17;11;133;141;;
5452;Schmittgasse;714;Zündorf;51143;71404;93;17;11;143;217;108;254
2826;Schmittmannstr.;303;Lindenthal;50935;30318;94;14;18;1;15;4;26
3677;Schneebergstr.;610;Blumenberg;50765;61001;95;16;27;1;73;2;78
2827;Schneeglöckchenweg;906;Höhenhaus;51061;90612;101;19;38;1;27;2;26
2828;Schneewittchenweg;904;Holweide;51067;90401;101;19;40;1;17;2;18
5453;Schneewittchenweg (Hochkirchen);206;Rondorf;50997;20607;94;13;15;1;11;;
2829;Schneider-Clauss-Str.;501;Nippes;50733;50123;95;15;33;15;25;8;20
5454;Schneider-Clauss-Str. (Junkersdorf);306;Junkersdorf;50858;30608;94;14;20;1;7;4;20
2830;Schnellweider Str.;904;Holweide;51067;90403;101;19;40;7;117;4;128
5455;Schneppenweg;715;Langel;51143;71501;93;17;11;1;31;2;30
2831;Schnurgasse;101;Altstadt/Süd;50676;10102;94;13;1;27;39d;2;2
2831;Schnurgasse;101;Altstadt/Süd;50676;10107;94;13;1;43;51;74;76
2832;Schönbergweg;405;Bocklemünd/Mengenich;50829;40504;95;15;25;1;11;12;14
5456;Schöne Aussicht;702;Westhoven;51149;70204;93;17;7;1;5;2;6
2833;Schönenberger Str.;807;Brück;51109;80705;93;17;41;1;15;2;12
2834;Schönhauser Str.;201;Bayenthal;50968;20101;94;13;12;;;2;16
2834;Schönhauser Str.;201;Bayenthal;50968;20102;94;13;12;3;67;40;64
2835;Schönrather Str.;901;Mülheim;51063;90121;101;19;36;1;7;;
2835;Schönrather Str.;901;Mülheim;51063;90123;101;19;37;167a;171;;
2836;Schönsteinstr.;401;Ehrenfeld;50825;40118;95;15;22;1;63;10;28
5457;Schopenhauerstr.;709;Grengel;51147;70901;93;17;9;1;15;2;18
3762;Schösslerstr.;807;Brück;51109;80701;93;17;41;1;11;2;24
2837;Schreberstr.;701;Poll;51105;70104;93;17;7;5;9;2;24
5458;Schrogenweg;715;Langel;51143;71501;93;17;11;;;2;18
5458;Schrogenweg;715;Langel;51143;71502;93;17;11;3;21;;
5459;Schubertstr. (Eil);705;Eil;51145;70505;93;17;8;1;23;;
5459;Schubertstr. (Eil);705;Eil;51145;70506;93;17;8;;;2;74
5460;Schubertstr. (Junkersdorf);306;Junkersdorf;50858;30608;94;14;20;3;17;2;12
5461;Schubertstr. (Rodenkirchen);208;Rodenkirchen;50999;20814;94;13;14;1;7;2;8
2839;Schulpfad;701;Poll;51105;70107;93;17;7;13;15;12;36
2840;Schulstr.;804;Höhenberg;51103;80402;93;18;44;1;51;2;44
5467;Schulstr. (Eil);705;Eil;51145;70506;93;17;8;1;29;4;28
5471;Schulstr. (Meschenich);213;Meschenich;50997;21301;94;13;15;1;15;2;14
5466;Schulstr. (Pesch);606;Pesch;50767;60608;95;16;28;1;75;4;18
5466;Schulstr. (Pesch);606;Pesch;50767;60607;95;16;28;77;173;20;26
5469;Schulstr. (Weiden);307;Weiden;50859;30709;94;14;21;5;61;2;50
2841;Schulze-Delitzsch-Str.;204;Raderthal;50968;20404;94;13;12;1;99;2;108
2842;Schumacherring;405;Bocklemünd/Mengenich;50829;40505;95;15;25;1;41;2;42
2842;Schumacherring;405;Bocklemünd/Mengenich;50829;40507;95;15;25;65;65;60;70
2843;Schumannstr.;303;Lindenthal;50931;30310;94;14;18;7;25;2;22
3581;Schützengildeweg;903;Buchheim;51067;90302;101;19;35;;;;
2838;Schützenhofstr.;901;Mülheim;51063;90119;101;19;36;1;15;2;22
5462;Schützenstr.;710;Wahnheide;51147;71002;93;17;10;71;77;80;80
5463;Schützenweg;307;Weiden;50858;30704;94;14;20;1;3;2;8
5465;Schützstr.;208;Rodenkirchen;50996;20810;94;13;14;1;11;2;56
5473;Schwabenstr.;208;Rodenkirchen;50996;20803;94;13;12;1;11;2;10
2844;Schwabstr.;904;Holweide;51067;90404;101;19;40;1;19;4;32
2845;Schwadorfer Str.;204;Raderthal;50968;20401;94;13;12;;;14;24
2846;Schwalbacher Str.;205;Zollstock;50969;20501;94;13;13;3;59;2;60
2847;Schwalbengasse;103;Altstadt/Nord;50667;10302;93;18;4;1;9;2;46
2848;Schwarzburger Str.;804;Höhenberg;51103;80403;93;18;44;1;3;0;
5477;Schwarzer Weg;704;Gremberghoven;51149;70401;93;17;8;;;100;100
5930;Schwarzerlenweg;210;Sürth;50999;21007;94;13;14;3;91;2;50
2849;Schwedenweg;904;Holweide;51067;90409;101;19;40;1;13;2;14
2850;Schweidnitzer Str.;907;Dünnwald;51069;90703;101;19;38;13;29;12;28
2851;Schweinheimer Str.;904;Holweide;51067;90403;101;19;40;7;95;2;66
2852;Schwelmer Weg;806;Merheim;51109;80604;93;17;44;29;41;4;28
2853;Schwerinstr.;501;Nippes;50733;50118;95;15;32;1;39;2;64
2854;Schwertnergasse;103;Altstadt/Nord;50667;10302;93;18;4;1;1;;
5947;Schwester-Firma-Weg;714;Zündorf;51143;71407;93;17;11;;;2;8
2855;Schwetzinger Str.;805;Ostheim;51107;80504;93;18;45;1;37;2;56
2856;Schwindstr.;305;Müngersdorf;50933;30504;94;14;20;1;1;2;10
2857;Schwyzer Klause;901;Mülheim;51063;90122;101;19;37;1;7;2;24
2858;Sebastianstr.;504;Niehl;50735;50414;95;16;34;1;43;8;48
2858;Sebastianstr.;504;Niehl;50735;50402;95;16;30;;;70;88
2858;Sebastianstr.;504;Niehl;50735;50401;95;16;30;71;167;96;170
2858;Sebastianstr.;504;Niehl;50735;50403;95;16;30;173;229;184;228
5480;Sebastianusstr.;606;Pesch;50767;60603;95;16;28;1;45;2;16
2859;Sechtemer Str.;203;Raderberg;50968;20302;94;13;13;1;5;2;12
2860;Sechzigstr.;501;Nippes;50733;50104;95;15;32;1;5;2;6
2860;Sechzigstr.;501;Nippes;50733;50103;95;15;32;13a;135;10;72
2861;Sedanstr.;104;Neustadt/Nord;50668;10423;93;18;5;9;39;2;18
3796;Seeadlerweg;404;Vogelsang;50829;40406;95;15;25;1;11;6;8
6110;Seekabelstr.;501;Nippes;50733;50118;95;15;32;5;41;2;28
3631;Seelsheider Weg;907;Dünnwald;51069;90708;101;19;38;;;2;26
3880;Seerosenweg;603;Seeberg;50769;60301;95;16;26;1;7;2;12
3620;Segmüllerstr.;403;Bickendorf;50827;40306;95;15;24;1;3;2;12
2862;Seidelstr.;701;Poll;51105;70103;93;17;7;;;2;12
2863;Seidenstr.;901;Mülheim;51063;90115;101;19;36;1;27;2;36
3692;Seidmacherinnengäßchen;103;Altstadt/Nord;50667;10304;93;18;4;1;5;2;6
5483;Seitengasse;712;Lind;51147;71201;93;17;10;;;8;8
5484;Seithümerstr.;308;Lövenich;50859;30809;94;14;21;1;25;2;18
2865;Selbachweg;808;Rath/Heumar;51107;80804;93;17;41;1;11;2;14
2866;Seligenthaler Str.;801;Humboldt/Gremberg;51105;80107;93;18;43;;;2;8
2866;Seligenthaler Str.;801;Humboldt/Gremberg;51105;80106;93;18;43;9;9;;
2867;Selkestr.;906;Höhenhaus;51061;90605;101;19;38;;;;
5491;Selma-Lagerlöf-Str.;307;Weiden;50859;30706;94;14;21;1;77;2;62
2868;Semmelweisstr.;909;Flittard;51061;90904;101;19;37;1;111;2;26
2868;Semmelweisstr.;909;Flittard;51061;90905;101;19;37;113;167;28;80
5485;Semmelweisstr. (Pesch);606;Pesch;50767;60602;95;16;28;1;33;2;112
2869;Senefelderstr.;401;Ehrenfeld;50825;40122;95;15;22;1;17;2;96
2870;Senfweg;612;Worringen;50769;61206;95;16;29;11;11;0;14
2871;Sengbachweg;906;Höhenhaus;51061;90601;101;19;38;1;17;2;14
2872;Sengerweg;808;Rath/Heumar;51107;80809;93;17;41;1;51;;
2872;Sengerweg;808;Rath/Heumar;51107;80808;93;17;41;;;4;54
5846;Seniorenweg;210;Sürth;50999;21006;94;13;14;1;17;8;8
2873;Senistr.;904;Holweide;51067;90408;101;19;40;1;25;2;10
5487;Senkelsgraben;710;Wahnheide;51147;71006;93;17;10;;;;
5487;Senkelsgraben;712;Lind;51147;71204;93;17;10;;;;
2874;Servasgasse;103;Altstadt/Nord;50668;10307;93;18;4;7;7;;
2875;Servatiusstr.;805;Ostheim;51109;80507;93;18;45;1;45;2;50
2875;Servatiusstr.;805;Ostheim;51109;80501;93;18;45;47;73;52;92
2875;Servatiusstr.;805;Ostheim;51107;80501;93;18;45;99;99;;
2875;Servatiusstr.;806;Merheim;51109;80606;93;17;44;133;163;;
5489;Servatiusstr. (Immendorf);212;Immendorf;50997;21201;94;13;15;45;55;46;48
5820;Sesamstr.;206;Rondorf;50997;20607;94;13;15;;;2;18
2876;Severinsbrücke;101;Altstadt/Süd;50678;10108;94;13;1;;;;
2876;Severinsbrücke;105;Deutz;50679;10511;93;18;6;;;;
2877;Severinskirchplatz;101;Altstadt/Süd;50678;10111;94;13;1;1;1;2;12
2878;Severinskloster;101;Altstadt/Süd;50678;10111;94;13;1;1;17;2;12
2879;Severinsmühlengasse;101;Altstadt/Süd;50678;10112;94;13;1;1;5;2;6
2880;Severinstr.;101;Altstadt/Süd;50678;10111;94;13;1;1;61;2;52c
2880;Severinstr.;101;Altstadt/Süd;50678;10110;94;13;1;63;105;54a;112
2880;Severinstr.;101;Altstadt/Süd;50678;10108;94;13;1;107;193;116;162a
2880;Severinstr.;101;Altstadt/Süd;50676;10101;94;13;1;199;241;188;232
5490;Severinstr. (Urbach);707;Urbach;51145;70708;93;17;9;1;9;2;18
5490;Severinstr. (Urbach);707;Urbach;51145;70709;93;17;9;11;15;20;24
2881;Severinswall;101;Altstadt/Süd;50678;10112;94;13;1;3;39;2;32
2881;Severinswall;101;Altstadt/Süd;50678;10113;94;13;1;41;53;40;54
5492;Severinusstr.;308;Lövenich;50859;30803;94;14;21;1;21;6;24
2882;Seydlitzstr.;505;Weidenpesch;50737;50501;95;16;34;1;9;2;10
2883;Seyengasse;101;Altstadt/Süd;50678;10109;94;13;1;1a;9;2;2
2884;Sibeliusstr.;803;Vingst;51107;80301;93;18;43;1;63;2;32
5953;Sibilla-Sester-Str.;309;Widdersdorf;50859;30902;94;14;21;3;9;2;48
3569;Sibille-Hartmann-Str.;205;Zollstock;50969;20509;94;13;13;1;1;;
3569;Sibille-Hartmann-Str.;205;Zollstock;50969;20507;94;13;13;;;2;8
2885;Siebachstr.;501;Nippes;50733;50104;95;15;32;13;59;2a;50
2885;Siebachstr.;501;Nippes;50733;50108;95;15;32;61;121;52;106
2886;Siebengebirgsallee;301;Klettenberg;50939;30109;94;14;16;1;45;2;44
2886;Siebengebirgsallee;301;Klettenberg;50939;30106;94;14;16;51;67;52;70
2886;Siebengebirgsallee;301;Klettenberg;50939;30107;94;14;16;71;95;72;84
2886;Siebengebirgsallee;301;Klettenberg;50939;30104;94;14;16;99;105;86;102a
2886;Siebengebirgsallee;301;Klettenberg;50939;30102;94;14;16;107;147;104;188
2886;Siebengebirgsallee;301;Klettenberg;50939;30103;94;14;16;149;177a;;
2886;Siebengebirgsallee;301;Klettenberg;50939;30102;94;14;16;179;193;;
5494;Siebengebirgsallee (Wahn);711;Wahn;51147;71105;93;17;10;3;57;6;50
5495;Siebengebirgsstr.;213;Meschenich;50997;21301;94;13;15;1;7;4;10
2887;Siebenrabengasse;904;Holweide;51067;90401;101;19;40;1;15;;
3457;Siebenschönweg;904;Holweide;51067;90404;101;19;40;5;13;;
5497;Sieben-Schwaben-Weg;206;Rondorf;50997;20607;94;13;15;1;9;2;22
2888;Sieboldstr.;503;Riehl;50735;50303;95;16;33;1;15;2;22
2897;Siegburger Str.;105;Deutz;50679;10504;93;18;6;15;91;;
2897;Siegburger Str.;105;Deutz;50679;10511;93;18;6;93;171;;
2897;Siegburger Str.;105;Deutz;50679;10512;93;18;6;179;241;104;126
2897;Siegburger Str.;701;Poll;51105;70104;93;17;7;243;317;232;276
2897;Siegburger Str.;701;Poll;51105;70103;93;17;7;;;278;284
2897;Siegburger Str.;701;Poll;51105;70102;93;17;7;319;371;296;382
2897;Siegburger Str.;701;Poll;51105;70107;93;17;7;383;533;396;522
2897;Siegburger Str.;701;Poll;51105;70109;93;17;7;535;539;;
2898;Siegener Str.;806;Merheim;51109;80606;93;17;44;1;35;4;36
5165;Siegershof;307;Weiden;50859;30707;94;14;21;1;13;2;14a
2899;Siegesstr.;105;Deutz;50679;10502;93;18;6;1;5;4;44
2900;Siegfriedstr.;102;Neustadt/Süd;50678;10207;94;13;2;1;17;2;10
5500;Siegfriedstr. (Rodenkirchen);208;Rodenkirchen;50996;20808;94;13;14;3;15;2;28
5499;Siegfriedstr. (Wahnheide);710;Wahnheide;51147;71007;93;17;10;5;25;2;34
5501;Sieglarer Str. (Lind);712;Lind;51147;71203;93;17;10;1;51;2;30
2902;Siegmundstr.;502;Mauenheim;50739;50204;95;16;31;1;21;2;16
2903;Siegstr.;908;Stammheim;51061;90801;101;19;37;;;;
5502;Siegstr. (Ensen);703;Ensen;51149;70303;93;17;7;1;7;2;18
5503;Siegstr. (Lövenich);308;Lövenich;50859;30801;94;14;21;1;43;2;56
5504;Siegstr. (Rodenkirchen);208;Rodenkirchen;50996;20810;94;13;14;1;33;4;40
5504;Siegstr. (Rodenkirchen);208;Rodenkirchen;50996;20811;94;13;14;39;71;44;56
2904;Sielsdorfer Str.;303;Lindenthal;50935;30316;94;14;18;1;33;;
2904;Sielsdorfer Str.;303;Lindenthal;50935;30317;94;14;18;;;2;20
2905;Siemensstr.;402;Neuehrenfeld;50825;40211;95;15;23;1;17;2;26
2905;Siemensstr.;402;Neuehrenfeld;50825;40210;95;15;23;25;55;32;64
5506;Siemensstr. (Porz);706;Porz;51145;70601;93;17;8;1;11;2;52
2906;Siershahner Weg;604;Heimersdorf;50767;60402;95;16;26;1;15;;
2907;Sieversstr.;802;Kalk;51103;80209;93;18;42;1;41;2;36
2908;Sigmaringer Str.;303;Lindenthal;50935;30317;94;14;18;3;17;2;18
2909;Sigrid-Undset-Str.;803;Vingst;51103;80304;93;18;43;1;9;2;18
2910;Sigwinstr.;906;Höhenhaus;51061;90610;101;19;38;5;111;2;128
2910;Sigwinstr.;906;Höhenhaus;51061;90611;101;19;38;117;183;130;190
4016;Silberahornweg;306;Junkersdorf;50858;30606;94;14;20;1;7;2;24
3797;Silbermöwenweg;404;Vogelsang;50829;40406;95;15;25;1;37;2;90
2911;Silcherstr.;403;Bickendorf;50827;40312;95;15;25;1;31;2;22
2912;Silesiusstr.;903;Buchheim;51065;90307;101;19;35;1;15;2;82
5505;Silkestr.;209;Weiß;50999;20906;94;13;14;3;25;2;16
2913;Silvanstr.;101;Altstadt/Süd;50678;10112;94;13;1;1;23;2;14
2914;Simarplatz;402;Neuehrenfeld;50825;40213;95;15;23;1;21;2;22
2915;Simmerer Str.;302;Sülz;50935;30233;94;14;17;1;49;2;62
2916;Simon-Meister-Str.;501;Nippes;50733;50111;95;15;32;1;19;4;18
2916;Simon-Meister-Str.;501;Nippes;50733;50112;95;15;32;19d;33;24;50
2917;Simonskaul;505;Weidenpesch;50737;50509;95;16;34;1;77;4;86
2917;Simonskaul;506;Longerich;50737;50605;95;16;30;;;;
2918;Simrockstr.;401;Ehrenfeld;50823;40107;95;15;22;1;49;2;38
2918;Simrockstr.;401;Ehrenfeld;50823;40116;95;15;22;51;91;56;74
3716;Singhofener Str.;801;Humboldt/Gremberg;51105;80104;93;18;43;1;11;2;8
2919;Sinnersdorfer Str.;611;Roggendorf/Thenhoven;50769;61102;95;16;29;67;199;46;196
2920;Sintherer Str.;405;Bocklemünd/Mengenich;50829;40503;95;15;25;1;39;4;56
2921;Sinziger Str.;202;Marienburg;50968;20204;94;13;12;1;21;2;20
2921;Sinziger Str.;204;Raderthal;50968;20401;94;13;12;43;45;;
2922;Slabystr.;503;Riehl;50735;50309;95;16;33;1;11;;
2922;Slabystr.;503;Riehl;50735;50310;95;16;33;;;20;28
2924;Soester Str.;806;Merheim;51109;80603;93;17;44;1;15;2;16
3582;Soldiner Str.;605;Lindweiler;50767;60502;95;16;28;27;69;42;70
2925;Solinger Str.;802;Kalk;51103;80201;93;18;42;1;1;2;22
5509;Solinger Str. (Porz);707;Urbach;51145;70701;93;17;9;1;1;;
5509;Solinger Str. (Porz);705;Eil;51145;70508;93;17;8;21;31;22;30a
3628;Solothurner Weg;901;Mülheim;51063;90123;101;19;37;1;7;2;38
2923;Sömmeringstr.;401;Ehrenfeld;50823;40105;95;15;22;7;83;2;82
2926;Sonderburger Str.;901;Mülheim;51065;90107;101;19;36;1;1;;
2926;Sonderburger Str.;901;Mülheim;51065;90108;101;19;36;;;4;4
2926;Sonderburger Str.;901;Mülheim;51065;90109;101;19;36;37;65;;
2927;Sonnenblumenweg;906;Höhenhaus;51061;90613;101;19;38;1;19;2;20
5512;Sonnenblumenweg (Sürth);210;Sürth;50999;21009;94;13;14;1;19;10;10
2928;Sonnenscheinstr.;901;Mülheim;51063;90102;101;19;35;1;3;2;8
6152;Sonnentauweg;208;Rodenkirchen;50999;20814;94;13;14;;;;
2929;Sonnenweg;906;Höhenhaus;51061;90609;101;19;38;1;19;2;20
2930;Sooneckstr.;203;Raderberg;50968;20301;94;13;13;1;3b;2;12
5513;Sophienstr.;702;Westhoven;51149;70205;93;17;7;1;5;2;30
5517;Spargelweg;715;Langel;51143;71503;93;17;11;1;35;2;14
2931;Spechtstr.;504;Niehl;50735;50413;95;16;34;1;23;2;16
2933;Speestr.;302;Sülz;50937;30225;94;14;17;3;11;2;14
2934;Spemannstr.;909;Flittard;51061;90907;101;19;37;11;21;12;42
3971;Spenrather Weg;405;Bocklemünd/Mengenich;50829;40501;95;15;25;1;11;96;100
2935;Sperberweg;404;Vogelsang;50829;40404;95;15;25;1;39;2;38
5515;Sperberweg (Junkersdorf);306;Junkersdorf;50858;30605;94;14;20;3;31;2;10
5516;Sperberweg (Rondorf);206;Rondorf;50997;20605;94;13;15;5;79;2;28
2936;Sperlingsweg;404;Vogelsang;50829;40403;95;15;25;1;33;2;48
2937;Speyerer Str.;507;Bilderstöckchen;50739;50703;95;15;31;1;55;2;46
2938;Spichernstr.;104;Neustadt/Nord;50672;10407;93;18;4;;;2;24
2938;Spichernstr.;104;Neustadt/Nord;50672;10409;93;18;4;25;25;;
